Customer ID,Age,Gender,Location,Marital Status,Household Income,Family Members,Education Level,Plan Type,Subscription Duration (months),Monthly Charges,Data Usage (GB),Voice Minutes Usage,SMS Usage,Preferred Communication Channel,Preferred Communication Time,Preferred Services/Features,Preferred Payment Method,Feedback Score,Interactions with Customer Service,Complaints Reported,Churn Label
978,23,Male,Houston,Divorced,115867,5,Associate's,Postpaid,7,136,28,327,83,SMS,Evening,International Calling,Debit Card,7,3,0,1
979,35,Female,Miami,Widowed,113596,5,Master's,Prepaid,56,138,27,1012,184,SMS,Evening,International Calling,Debit Card,9,4,1,1
980,68,Male,Houston,Married,96732,1,Associate's,Postpaid,41,145,15,1777,499,Phone,Afternoon,Data Rollover,Bank Transfer,9,4,1,0
981,22,Female,Chicago,Divorced,42297,4,Associate's,Prepaid,8,130,31,598,193,Phone,Morning,International Calling,Online,9,0,2,0
982,64,Male,Los Angeles,Widowed,98323,1,Bachelor's,Prepaid,37,82,40,620,32,Email,Morning,Unlimited Data,Debit Card,8,1,0,1
983,42,Male,Chicago,Single,53816,5,Bachelor's,Prepaid,51,129,15,801,283,Phone,Morning,Unlimited Data,Online,8,4,0,1
984,19,Female,New York,Widowed,70695,2,Associate's,Prepaid,10,65,33,1985,138,SMS,Evening,Family Plan,Debit Card,9,2,1,1
985,27,Male,New York,Widowed,49702,2,Associate's,Postpaid,43,97,20,1016,300,Phone,Evening,International Calling,Debit Card,5,0,0,0
986,73,Male,Houston,Single,55242,1,Bachelor's,Postpaid,57,65,42,1800,329,SMS,Evening,Unlimited Data,Credit Card,9,4,2,1
987,47,Female,Miami,Single,85841,5,High School,Prepaid,15,81,12,1262,195,SMS,Evening,Unlimited Data,Online,6,3,2,0
988,67,Male,Chicago,Single,97712,2,Associate's,Postpaid,38,82,37,1399,488,Email,Anytime,Unlimited Data,Online,9,4,0,0
989,76,Female,Miami,Married,115663,5,Master's,Prepaid,15,111,9,390,68,Email,Evening,Data Rollover,Debit Card,8,3,0,1
990,62,Female,Houston,Single,137096,2,Master's,Prepaid,5,79,23,1176,10,Email,Afternoon,International Calling,Online,8,3,2,0
991,22,Female,New York,Married,122764,5,Master's,Prepaid,29,109,8,1810,140,Email,Anytime,Data Rollover,Debit Card,6,1,0,0
992,72,Male,Miami,Single,83574,3,Associate's,Prepaid,19,70,32,1233,76,Phone,Anytime,Data Rollover,Online,6,1,1,1
993,73,Male,Miami,Married,115744,5,High School,Postpaid,54,47,48,814,302,Email,Evening,Unlimited Data,Credit Card,7,4,0,1
994,50,Male,New York,Widowed,58482,5,High School,Prepaid,51,51,14,1047,476,Phone,Morning,Unlimited Data,Online,5,4,1,0
995,71,Female,Chicago,Divorced,39171,1,Bachelor's,Prepaid,10,95,27,747,294,Email,Evening,Family Plan,Credit Card,5,2,0,1
996,18,Male,New York,Widowed,130755,3,Associate's,Postpaid,12,50,25,1127,98,Email,Morning,International Calling,Bank Transfer,5,0,0,0
997,35,Female,Miami,Widowed,128932,4,High School,Prepaid,54,129,13,1790,426,SMS,Evening,International Calling,Online,8,0,2,1
998,49,Female,Chicago,Single,138125,1,Associate's,Postpaid,4,73,21,783,109,Phone,Evening,Unlimited Data,Online,5,4,1,1
999,64,Male,Chicago,Married,136082,4,Bachelor's,Prepaid,31,132,45,969,198,SMS,Morning,Unlimited Data,Online,7,1,2,1
1000,66,Female,New York,Divorced,33696,2,Bachelor's,Prepaid,18,76,31,1170,486,Email,Morning,International Calling,Credit Card,7,2,0,1
4d8d3024-9c4a-461d-ac4b-25201fb99383,56,Male,Miami,Single,46724,3,High School,Prepaid,59,109,39,1864,103,Email,Morning,International Calling,Bank Transfer,6,0,0,1
