gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Preference_Tenure,Preference_MonthlyCharges,Preference_TotalCharges,NonPreference_Tenure,NonPreference_MonthlyCharges,NonPreference_TotalCharges
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,0.4972313969773726,0.28642515889235676,0.2682720047878965,0.5027686030226274,0.7135748411076432,0.7317279952121035
Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,0.3920217173051701,0.06987947985329335,0.8847245136246811,0.6079782826948299,0.9301205201467067,0.11527548637531893
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,0.1439765340953817,0.10375645593905147,0.0047223275603109904,0.8560234659046183,0.8962435440609485,0.995277672439689
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,0.8048229649897223,0.06673307135339346,0.6945672733040053,0.19517703501027772,0.9332669286466065,0.30543272669599475
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,0.71337040541456,0.5502675826254548,0.6605997469303163,0.28662959458544,0.44973241737454517,0.3394002530696837
Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,0.40867739745468534,0.30687566409158773,0.6593173936652363,0.5913226025453147,0.6931243359084123,0.34068260633476366
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,0.5184323099426694,0.16627715989860148,0.4536542826476735,0.4815676900573306,0.8337228401013985,0.5463457173523265
Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,0.6651828444118888,0.1454761419338988,0.9068300433042815,0.3348171555881112,0.8545238580661012,0.09316995669571848
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,No,0.1648055898475378,0.8394109332879723,0.3959239185209996,0.8351944101524622,0.16058906671202766,0.6040760814790004
Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,0.02719779440792025,0.022550746693250412,0.006077910889203952,0.9728022055920797,0.9774492533067496,0.993922089110796
Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594,No,0.3175036991866854,0.49525735053998055,0.4860570217564487,0.6824963008133146,0.5047426494600195,0.5139429782435513
Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,0.5955850196361631,0.07274137973193817,0.7134666556507202,0.40441498036383694,0.9272586202680618,0.2865333443492798
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,0.4866060912814587,0.14595279476685596,0.6587993318052678,0.5133939087185413,0.854047205233144,0.34120066819473216
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,No,0.6925546268631271,0.4652939636618951,0.5033925546673023,0.3074453731368729,0.5347060363381049,0.49660744533269774
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,0.8196898055745352,0.20689791613047848,0.8607120738818861,0.1803101944254648,0.7931020838695215,0.13928792611811391
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,0.4884424667302759,0.6366946514625068,0.8512174537438992,0.5115575332697241,0.3633053485374932,0.14878254625610077
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,0.13426702371782484,0.3789830413110945,0.8143034671841942,0.8657329762821752,0.6210169586889055,0.18569653281580578
Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.7,467.15,No,0.8506279997989659,0.7844797386810023,0.4473478074743583,0.14937200020103414,0.2155202613189977,0.5526521925256417
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,0.5749903272741144,0.6578946323998183,0.6341328097878047,0.42500967272588563,0.34210536760018173,0.36586719021219527
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,0.7399374807828707,0.9779149111649892,0.8079856433637612,0.2600625192171293,0.022085088835010813,0.19201435663623878
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931,Yes,0.7046646536082916,0.35703639795049635,0.07005410144187585,0.29533534639170844,0.6429636020495036,0.9299458985581242
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,0.9682117713312417,0.4461536416747168,0.09396269891121978,0.0317882286687583,0.5538463583252832,0.9060373010887802
Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,0.2953073223358139,0.6681983620560101,0.4665335015972224,0.7046926776641861,0.33180163794398987,0.5334664984027776
Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,No,0.705306772779262,0.42208169673005536,0.028587869517106124,0.294693227220738,0.5779183032699446,0.9714121304828939
Female,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No,0.3656763331259183,0.23905689694088839,0.4426467044478193,0.6343236668740817,0.7609431030591116,0.5573532955521807
Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No,0.3954107209186417,0.006677226361860855,0.22083910608199853,0.6045892790813583,0.9933227736381391,0.7791608939180015
Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,970.85,No,0.23059463665872149,0.27560589270155356,0.6952689887273222,0.7694053633412785,0.7243941072984464,0.30473101127267777
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No,0.3440101756508539,0.8641966211531821,0.5611670455873775,0.6559898243491461,0.13580337884681792,0.4388329544126225
Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,No,0.9482967516582631,0.589539109371334,0.6773903746515053,0.051703248341736896,0.410460890628666,0.3226096253484947
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7,No,0.29257084694760094,0.0046501901375032295,0.38433437388207337,0.7074291530523991,0.9953498098624968,0.6156656261179266
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,0.24599060595658673,0.7879273177119627,0.2764579127681306,0.7540093940434133,0.21207268228803733,0.7235420872318694
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,Yes,0.583137978473822,0.015611654854522428,0.27178326824969246,0.416862021526178,0.9843883451454776,0.7282167317503075
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,0.2580359567417546,0.9531696437561403,0.41271624250395067,0.7419640432582454,0.04683035624385967,0.5872837574960493
Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No,0.47338572559429504,0.5138097699119081,0.3729936526276333,0.526614274405705,0.4861902300880919,0.6270063473723667
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,No,0.834176256556237,0.9080919475542168,0.7451974485660133,0.16582374344376305,0.09190805244578315,0.25480255143398667
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,No,0.23040031430717556,0.8859257403805855,0.19250094034630716,0.7695996856928244,0.11407425961941453,0.8074990596536928
Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,0.42669141218392004,0.8852667083553886,0.35199940670094043,0.57330858781608,0.11473329164461143,0.6480005932990596
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,0.6104897350200319,0.37580221866405583,0.02130788668670458,0.3895102649799681,0.6241977813359442,0.9786921133132954
Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,0.5456289245734854,0.18587828536626294,0.6214422999824214,0.45437107542651456,0.8141217146337371,0.3785577000175786
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,0.9747232374152373,0.3511910058118878,0.9503505923580537,0.025276762584762746,0.6488089941881122,0.04964940764194625
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242,Yes,0.680370254395195,0.1342766030296556,0.7782277104735015,0.31962974560480495,0.8657233969703444,0.22177228952649852
Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157,No,0.7399462420484398,0.8343923273733485,0.9541197580830173,0.26005375795156016,0.16560767262665155,0.0458802419169827
Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092,No,0.9669559479667332,0.5685903492360286,0.5725562494622289,0.03304405203326677,0.4314096507639714,0.42744375053777106
Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,0.414438025228521,0.24858238970139523,0.002282781162639691,0.585561974771479,0.7514176102986048,0.9977172188373603
Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,No,0.3553798150610512,0.8199825696812275,0.11351198480002389,0.6446201849389488,0.1800174303187725,0.8864880151999761
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,No,0.04386242976638255,0.4608855367383945,0.28243607719932884,0.9561375702336175,0.5391144632616055,0.7175639228006712
Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,No,0.18420430651882713,0.01087947120886179,0.09792665550884816,0.8157956934811729,0.9891205287911382,0.9020733444911518
Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No,0.23718963205167587,0.1532967531102648,0.4147290973687878,0.7628103679483241,0.8467032468897352,0.5852709026312122
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,No,0.1835044670713385,0.42175626048790416,0.46692864371786547,0.8164955329286615,0.5782437395120958,0.5330713562821345
Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,0.7547838931965645,0.0776113591112898,0.2099517972920789,0.24521610680343553,0.9223886408887102,0.7900482027079211
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,No,0.5358829812761117,0.6433494928125858,0.47663404263876485,0.46411701872388833,0.3566505071874142,0.5233659573612351
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,0.6676338014584673,0.19732636111238067,0.33181660168416227,0.3323661985415327,0.8026736388876193,0.6681833983158377
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528,No,0.8204621608393736,0.5941109395136212,0.9793557686212869,0.17953783916062638,0.40588906048637885,0.020644231378713074
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,0.23077394128589468,0.009417367750834682,0.9834397228781306,0.7692260587141053,0.9905826322491653,0.01656027712186936
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,No,0.32592393982149914,0.1448006684225307,0.8145627158956725,0.6740760601785009,0.8551993315774693,0.18543728410432747
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,No,0.7083602670365968,0.3259312601244091,0.5751223573437682,0.2916397329634032,0.6740687398755909,0.42487764265623185
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0.3927589459044728,0.08768196182355836,0.8795911515126212,0.6072410540955272,0.9123180381764416,0.12040884848737876
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,0.02927094010104414,0.9835321958202987,0.8367913603798122,0.9707290598989559,0.016467804179701284,0.16320863962018783
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,0.43495521902687795,0.2320172715280583,0.9070054690818714,0.565044780973122,0.7679827284719417,0.09299453091812859
Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,0.9082730864154143,0.898685133602342,0.043108007519667146,0.09172691358458573,0.10131486639765797,0.9568919924803329
Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,0.4090215115928747,0.686368243582622,0.7213312997450538,0.5909784884071253,0.31363175641737795,0.27866870025494617
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,0.332248916442747,0.9585661107544534,0.19169606921169557,0.667751083557253,0.041433889245546585,0.8083039307883044
Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,0.9895250829450272,0.9104956189625174,0.8562925312087306,0.010474917054972832,0.0895043810374826,0.1437074687912694
Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,0.6444155642370132,0.8786611200972521,0.6445637980821315,0.3555844357629868,0.12133887990274794,0.3554362019178685
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,0.36599802647118085,0.5777732367043467,0.30684120353274946,0.6340019735288192,0.42222676329565334,0.6931587964672505
Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,0.10201953136380737,0.9646424140335215,0.15736151017735422,0.8979804686361926,0.03535758596647853,0.8426384898226458
Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,0.7878494449464212,0.18082008271965422,0.5993996789479702,0.21215055505357883,0.8191799172803458,0.4006003210520298
Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,0.7080749334877576,0.45419224721488194,0.027885050774767772,0.29192506651224237,0.5458077527851181,0.9721149492252322
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,0.9219157992485649,0.7811265044047067,0.7915472244460817,0.07808420075143507,0.21887349559529334,0.20845277555391828
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0.21727563002800832,0.4835118476074919,0.32159426334957675,0.7827243699719917,0.5164881523925081,0.6784057366504233
Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,0.11492434998823198,0.9944223915711786,0.7728068783149834,0.885075650011768,0.005577608428821379,0.2271931216850166
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,0.7240725264090636,0.7331482498314879,0.08428390705293831,0.2759274735909364,0.26685175016851215,0.9157160929470617
Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313,No,0.20339584199869565,0.20635544440398845,0.9964070947413187,0.7966041580013044,0.7936445555960115,0.003592905258681278
Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,0.17610383778949612,0.811395644153952,0.7133096972433338,0.8238961622105039,0.18860435584604796,0.2866903027566662
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,0.3198073353960721,0.887461848565025,0.7994100048496902,0.6801926646039279,0.11253815143497503,0.20058999515030984
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,0.8168251414784377,0.5394171628836234,0.8748951977371571,0.18317485852156234,0.4605828371163766,0.12510480226284293
Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,0.5395366051096308,0.9905401892940907,0.4589521686167356,0.46046339489036925,0.009459810705909288,0.5410478313832644
Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,0.04585035510228097,0.5359034687974848,0.3140009589988261,0.954149644897719,0.46409653120251515,0.6859990410011739
